Id,Name,Telefon / Primary Phone Number,Telefon / Primary Phone Country Code,Telefon / Primary Phone Calling Code,Telefon / Additional Phones,Domain Name / Link URL,Domain Name / Link Label,Domain Name / Secondary Links,GF,Zustand,Branche,emails,Bearbeiter,Notiz,Datum,Nächster Anruf,Summary,NextStep,Potential,Follow Up,After-Call-Email,ICP
"86e20637-3bec-49b6-a9cb-2ae9df2c4fe0,DIBAG Industriebau,89324700,DE,‍+49,[],https://dibag.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",nicht erreichbar,2026-07-07T11:09:55.000Z,,,,,,,false"
"d83c8aeb-b03b-4269-88ab-8ecf2091e937,Wakol GmbH,633180010,DE,‍+49,[],https://www.wakol.com/de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",""063318001157, in der Pause"",2026-07-07T11:09:59.000Z,2026-07-15,,,,,,false"
"3e089a63-0ab4-4bbf-b029-c01196eb7da4,connect people & company GmbH,1602470951,DE,‍+49,[],https://connectpeople.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",,,,,,,,,false"
"18cad334-0f58-42a1-a0dd-c050d936b52f,DEAXO GmbH,3518507440,DE,‍+49,[],https://deaxo.de/DEAXO_Willkommen_im_Team,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",nicht erreicht,2026-07-07T11:10:00.000Z,,,,,,,false"
"516fdbbf-234b-47e9-86b7-d1403a5892f0,Demmeler Maschinenbau GmbH & Co. KG,833598590,DE,‍+49,[],http://www.demmeler.com,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",nciht erreicht,2026-07-07T11:10:02.000Z,,,,,,,false"
"a22419ab-883e-4add-be3e-d50b040fc330,""Greif-Velox America, LLC"",45153030,DE,‍+49,[],https://greif-velox.com/en,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",""d.pruessmann@greif-velox.com, kein Interesse"",2026-07-07T11:10:04.000Z,2026-07-15,,,,,,false"
"7389d89c-33b6-4876-811d-bda85ea71eaa,Schmidt+Haensch GmbH & Co,304170720,DE,‍+49,[],https://schmidt-haensch.com,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",s.bhawar@schmidt-haensch.de,2026-07-07T11:10:05.000Z,2026-07-15,,,,,,false"
"8a453541-a921-4ed9-a6b9-fa2414f30779,link protect GmbH,80915384400,DE,‍+49,[],https://www.linkprotect.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",info@,2026-07-07T11:10:08.000Z,2026-07-15,,,,,,false"
"dac6fd16-af3d-4aef-bbc8-1932a5dc4f5a,Sprick,521932050,DE,‍+49,[],https://www.papier-sprick.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",nicht erreicht,,,,,,,,false"
"cc8a386e-1170-4012-a8c0-0c9503d4c383,TEMA Personal,61519675335,DE,‍+49,[],https://tema-personal.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",,,,,,,,,false"
"a693ff31-4728-4bc2-82fa-5166a694fcae,Sachsen Fahnen GmbH & Co.KG,35783590,DE,‍+49,[],https://www.sachsenfahnen.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",,,,,,,,,false"
"3a2476cf-e628-4885-ac88-d7eb4b38c98b,alwitra GmbH,65191020,DE,‍+49,[],https://alwitra.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",nicht erreicht,,,,,,,,false"
"5fc03f6f-1c46-469f-81b0-fec73ec1b17e,SW-MOTECH GmbH & Co. KG,6425816800,DE,‍+49,[],http://www.sw-motech.com,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",zentrale@sw-motech.com,,2026-07-15,,,,,,false"
"a87b41de-08b9-4e9e-9826-b5ea8269c4f9,LINOVAG LADENBAU GmbH,66212000,DE,‍+49,[],https://www.linovag.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",abgelehnt,,,,,,,,false"
"012e4073-6c68-4e54-b118-c3f2e3e0f4c8,alphacaps GmbH,52378989011,DE,‍+49,[],https://www.alphacaps.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",nicht erreicht,,,,,,,,false"
"8942ea3a-c4ee-409a-85b5-b95ac3530777,Holoeye Photonics AG,009010,,‍+1,[],https://holoeye.com,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",,,,,,,,,false"
"d6afcc49-9cbb-4ced-aa2b-773a583940a0,Micro-Epsilon Messtechnik,603070,DE,‍+49,[],http://www.micro-epsilon.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",nicht erreicht,,,,,,,,false"
"8f32aa74-f286-4f26-b1d1-1921406dd3a1,Isotek GmbH,6032804630,DE,‍+49,[],https://www.isotek.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",existiert nicht mehr,,,,,,,,false"
"f8ee6355-f1c6-41df-af81-087bf324a84a,Scheuerle Fahrzeugfabrik GmbH,79416912999,DE,‍+49,[],https://www.tii-group.com/de/tii-scheuerle,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",nicht erreicht,,,,,,,,false"
"5565db53-d12e-40a4-b3c0-d75500de9e8b,fabplus GmbH,90709601960,DE,‍+49,[],https://fabplus.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",nciht erreicht,,,,,,,,false"
"14e6e036-eece-4edc-90c2-9131436625a9,ProContain,22156783504,DE,‍+49,[],https://www.procontain.com,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",nicht erreicht,,,,,,,,false"
"2b5adff3-7be2-46d4-9111-838c71a27da5,CAPERA GmbH & Co. KG,56140085920,DE,‍+49,[],https://capera.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",personal,,,,,,,,false"
"679c365e-f582-4be0-b55f-a35b8733f16d,PE Automotive GmbH & Co. KG,202947980,DE,‍+49,[],https://www.pe.de,,[],,,,,""{""""0"""":""""SEBASTIAN""""}"",""330, Herr Hirtzmann: abegelehnt"",,,,,,,,false"
6b6d3966-e90d-43c9-8cf9-6afcf48c8f21,Nokera AG,417669898,CH,‍+41,[],https://nokera.com,,[],,,,,{},,,,,,,,,false
c83832b7-3921-4f4c-99c4-d3af6426449f,Schwaiger,91017020,DE,‍+49,[],http://www.schwaiger.de,,[],,,,,{},,,,,,,,,false
4cb3bc76-ebe3-47d7-86fb-a0666d16a356,EPROPLAST GmbH,368340710,DE,‍+49,[],https://www.eproplast.com,,[],,,,,{},,,,,,,,,false
ca97a58e-77eb-4aa7-b071-365513d688f3,Biomex GmbH,622141660,DE,‍+49,[],https://biomex.de,,[],,,,,{},,,,,,,,,false
09b48f28-42b1-41fb-be7a-a4da95818202,CorpoTex GmbH,6441566690,DE,‍+49,[],https://corpotex.de,,[],,,,,{},,,,,,,,,false
f05e316b-2e48-4785-a066-6a057d5af41f,Julius Berger GmbH & Co. KG,61367368,DE,‍+49,[],https://juliusberger.de,,[],,,,,{},,,,,,,,,false
a58011cb-835d-4be1-a94a-3c0507720386,adesta GmbH & Co. KG,6151604070,DE,‍+49,[],https://www.adesta.de,,[],,,,,{},,,,,,,,,false
5bbc18d3-d002-4d6c-90c0-598709561b7b,RENNER GmbH KOMPRESSOREN,7135931930,DE,‍+49,[],https://www.renner-kompressoren.de/produkte,,[],,,,,{},,,,,,,,,false
2c8331f0-4e86-430e-acb9-0f7a5331ee3f,Mair Elektronik GmbH,8122955890,DE,‍+49,[],https://www.mair.demmel-group.com/de,,[],,,,,{},,,,,,,,,false
7c128b72-7206-45d5-8d1c-36a2758fa5d3,EBE Elektro-Bau-Elemente GmbH,711799860,DE,‍+49,[],https://www.ebe.de/de,,[],,,,,{},,,,,,,,,false
f3a8b502-8d78-4d2b-a034-758e756a518d,GRAU,41013702029,DE,‍+49,[],https://www.grau.art,,[],,,ECOM,,{},,,,,,,,,false
1e23f02c-bc7b-4d4a-948e-69ef6be11c74,Hazemag USA Inc,7244393512,US,‍+1,[],http://na.hazemag.com,,[],,,,,{},,,,,,,,,false
40da111f-af6a-46be-b1e5-8007ac8d3348,CUONICS GmbH,9421753070,DE,‍+49,[],https://cuonics.com,,[],,,,,{},,,,,,,,,false
5ae2dbb1-2f04-4a4a-9d1e-2c2ee7031e30,pates GmbH,891241393800,DE,‍+49,[],http://www.pates-experts.com,,[],,,,,{},,,,,,,,,false
5b93100a-db58-4307-a643-27939b1baf65,OilQuick Deutschland KG,820296180,DE,‍+49,[],https://www.oilquick.de,,[],,,,,{},,,,,,,,,false
3bdb173d-8c2a-4037-ac52-28aab56594e7,Halstrup-Walcher GmbH,766139630,DE,‍+49,[],https://www.halstrup-walcher.de/de,,[],,,,,{},,,,,,,,,false
461a1b6c-4c6a-4be3-8f86-1fccc47547f1,Kretzer Scheren GmbH,212262350,DE,‍+49,[],https://www.kretzer.de,,[],,,,,{},,,,,,,,,false
2738b3d0-c5f7-452a-87fc-0c292a148514,SMA Tech GmbH & Co. KG,5751921000,DE,‍+49,[],https://www.sma-tech.de,,[],,,,,{},,,,,,,,,false
4586336e-5bd6-4ac6-a01d-35f7857a032e,Dörrenberg Edelstahl GmbH,2263790,DE,‍+49,[],https://www.doerrenberg.de,,[],,,,,{},,,,,,,,,false
66c9be4a-6094-477e-8945-bba0e3312333,E.E.P.D. GmbH,813622820,DE,‍+49,[],https://www.eepd.de/de,,[],,,,,{},,,,,,,,,false
bb7f64aa-871e-4ee9-bf74-f15447911d6f,markilux,25721531333,DE,‍+49,[],https://www.markilux.com/de-de/markilux-als-arbeitgeber,,[],,,,,{},,,,,,,,,false
"c23f8f45-2f53-47f7-912f-9eb0e7f602d7,ADV Schoder,82179040,DE,‍+49,""[{""""number"""":""""082179040"""",""""callingCode"""":""""+1"""",""""countryCode"""":""""""""}]"",https://adv-schoder.de,,[],,,,,{},,,,,,,,,false"
"0baf3136-8ea3-40f2-af1b-8b95f27b7032,Friedmann Elektrotechnik GmbH,7223287960,DE,‍+49,""[{""""number"""":""""7223287960"""",""""callingCode"""":""""+49"""",""""countryCode"""":""""DE""""}]"",https://www.friedmann-elektrotechnik.de,,[],,,,,{},,,,,,,,,false"
9ab87e4a-573f-49ec-ba28-efec63fbd8e2,Heka Werkzeuge GmbH,794191990,DE,‍+49,[],https://www.heka-werkzeuge.de,,[],,,,,{},,,,,,,,,false
b5364c21-c790-451e-bc4e-f635508fe749,World of Sweets GmbH,41938807070,DE,‍+49,[],https://www.worldofsweets.de,,[],,,ECOM,,{},,,,,,,,,false
c08423c3-7895-46f6-ab82-cc14142e790f,Tennant Metall & Technologie GmbH,2323965400,DE,‍+49,[],http://www.tennant-metall.de,,[],,,,,{},,,,,,,,,false
719ad63d-b56e-4449-a7e2-3e0905d6b6ae,Rock Solid Crew GmbH,,,,[],https://rscrew.de,,[],,,,,{},,,,,,,,,false
f4810e1b-c543-4828-8e7f-8481641c839f,INOCLAD Engineering GmbH,79049429090,DE,‍+49,[],http://www.inoclad.com,,[],,,,,{},,,,,,,,,false
cf5c428e-43e4-478a-8974-44959bf136a8,Deutscher Landwirtschaftsverlag GmbH,89127051,DE,‍+49,[],https://www.dlv.de,,[],,,,,{},,,,,,,,,false
84eab728-c895-42d9-879c-78dce9e59016,GEMA Gebäudemanagement GmbH & Co. KG,8954800600,DE,‍+49,[],http://www.gema-gebaeudemanagement.de,,[],,,,,{},,,,,,,,,false
bf7fd665-6701-41fd-9baf-a20a2f0f05e1,CompuSafe Data Systems,8972699100,DE,‍+49,[],https://www.compusafe.de,,[],,,,,{},,,,,,,,,false
4ba4e0df-23e3-499d-bdb8-577f9052e90f,CMC Engineering GmbH,5772200990,DE,‍+49,[],https://cmceng.de,,[],,,,,{},,,,,,,,,false
1e7573db-4e64-4d96-a53f-1d24f9131156,Fischer EKF GmbH & Co. KG,2951937870,DE,‍+49,[],https://www.fischer-ekf.de,,[],,,,,{},,,,,,,,,false
598b233d-3699-45c2-9385-e8dab572e851,helag electronic gmbh,74528240,DE,‍+49,[],https://www.helag-electronic.de,,[],,,,,{},,,,,,,,,false
f4ec5e4f-a702-417d-a3bf-13d59710ff59,multitorch technologies GmbH,6226789320,DE,‍+49,[],https://karriere.multitorch.de,,[],,,,,{},,,,,,,,,false
0d01bc6f-051c-482a-8d62-55134a23e2cf,IBS Scherer GmbH,670193830,DE,‍+49,[],http://www.ibs-scherer.de,,[],,,,,{},,,,,,,,,false
3a3af50b-d4b3-4806-b0d7-a84c1199ed54,EMC-direct,32222062656,DE,‍+49,[],https://www.emc-direct.de,,[],,,ECOM,,{},,,,,,,,,false
838ba7ac-a018-4ded-8ab8-6e4103cca27c,Dynamit Nobel Defence,2736462014,DE,‍+49,[],http://www.dn-defence.com,,[],,,,,{},,,,,,,,,false
245ae756-b64d-4efe-9b63-63e0d47a13bb,GPEGroup,42589200,AE,‍+971,[],https://gpegroup.com,,[],,,,,{},,,,,,,,,false
6167fd89-43b1-4a5c-998e-9e5aa5858d68,Oxford PV Germany GmbH,338179704200,DE,‍+49,[],https://www.oxfordpv.com,,[],,,,,{},,,,,,,,,false
9cdd0aba-d7e0-4edd-a8be-ed9e43f5a3bb,INDRA Recycling GmbH,620529090,DE,‍+49,[],https://www.indra-recycling.de,,[],,,,,{},,,,,,,,,false
2d79134b-11b3-4b7e-913a-5102ee36e5cd,Börsig GmbH,713293930,DE,‍+49,[],https://www.boersig.com,,[],,,,,{},,,,,,,,,false
7e965e6a-7379-4782-924c-cf8e7cea2543,Sinnwell GmbH,89411472869,DE,‍+49,[],http://www.sinnwell-it-service.de,,[],,,,,{},,,,,,,,,false
0493faaf-ceeb-48f0-839a-43e57a2c0a53,Genius GmbH,643198880,DE,‍+49,[],https://www.genius-germany.de,,[],,,,,{},,,,,,,,,false
78fe7f9b-530f-495a-af84-79f26b9fc68a,Berg Autoteile GmbH,0393164730,,‍+1,[],https://www.berg-autoteile.de,,[],,,ECOM,,{},,,,,,,,,false
49a88784-1d26-47d6-b345-6c43c0accd91,WTG Holding GmbH,52585030,DE,‍+49,[],https://wtg.de,,[],,,,,{},,,,,,,,,false
347a4a0e-7021-4618-9a50-b1644ab52f43,Marantec Group,52477050,DE,‍+49,[],https://www.marantec.com/de,,[],,,,,{},,,,,,,,,false
08ea0522-f582-47cd-91cb-38c5382c12b5,Wareg Verpackungs GmbH,625184500,DE,‍+49,[],https://www.wareg.de,,[],,,,,{},,,,,,,,,false
ba412538-847b-4064-be1d-ce958a920a0f,Schmitt Stahlbau GmbH,209940880,DE,‍+49,[],https://ssb-schmitt.de,,[],,,,,{},,,,,,,,,false
01edbd47-8ca0-4f9c-9a25-a029e66463cf,HOLMER Maschinenbau GmbH,945193030,DE,‍+49,[],https://www.holmer-maschinenbau.de,,[],,,,,{},,,,,,,,,false
83e8aaae-2de9-4f7c-8b71-f24effa52cc9,Kloepfel Group GmbH,21188259400,DE,‍+49,[],https://www.kloepfel-consulting.com,,[],,,,,{},,,,,,,,,false
a0eb6671-b34f-4d4a-85c7-53ff4cbc1661,Imm GmbH,3038678900,US,‍+1,[],https://imm.com,,[],,,,,{},,,,,,,,,false
9870885a-7a5e-4769-9824-087224811bc3,FRAGOL AG,2083000250,DE,‍+49,[],https://www.fragol.com,,[],,,,,{},,,,,,,,,false
bce215f0-179f-4003-a564-71c4a23dd1ce,PartSpace,9914022800,DE,‍+49,[],https://www.partspace.io,,[],,,,,{},,,,,,,,,false
